record_id,title,authors,year,source_database,doi_or_arxiv_id,venue,publication_type,peer_reviewed_guess,publication_status,url,query_id,abstract,abstract_source,language,language_flag,tier,reason
R-04347,PENGEMBANGAN SISTEM PENCARIAN AYAT AL-QUR’AN BERBASIS TOPIK MENGGUNAKAN LARGE LANGUAGE MODEL META AI,Anindia Atikah Putri Tanjung; Hendri Ahmadian; Khairan AR; Fathiah Fathiah; Nurrizqa Nurrizqa,2026,OpenAlex; Semantic Scholar,10.36040/jati.v10i3.18051,JATI (Jurnal Mahasiswa Teknik Informatika),article,VERIFY,,https://doi.org/10.36040/jati.v10i3.18051,BASE,"Perkembangan teknologi digital telah mengubah cara masyarakat mengakses Al-Qur’an, namun sebagian besar sistem pencarian ayat masih berbasis kata kunci sehingga hasil yang diperoleh cenderung literal dan kurang kontekstual. Permasalahan ini menunjukkan perlunya pendekatan berbasis kecerdasan buatan yang mampu memahami hubungan semantic antar ayat secara tematik. Penelitian ini bertujuan mengembangkan sistem pencarian ayat Al-Qur’an berbasis topik menggunakan Large Language Model Meta AI (LLaMA 3.1-8B) yang di fine-tune dengan metode Quantized Low-Rank Adaptation (QLoRA) dan diintegrasikan dengan Retrieval-Augmented Generation (RAG). Penelitian ini menggunakan pendekatan kuantitatif eksperimental dengan dataset sebanyak 6.236 ayat beserta tafsirnya. Proses pengembangan meliputi tahap pre-processing, fine-tuning model, pembangunan basis data vektor menggunakan embedding, serta integrasi mekanisme retrieval dan generasi teks. Evaluasi retrieval menunjukkan nilai Mean Recall@k sebesar 0.749 dan Mean Reciprocal Rank (MRR) sebesar 1.000, yang mengindikasikan sistem mampu menempatkan ayat relevan pada peringkat pertama secara konsisten. Evaluasi generative menggunakan ROUGE menghasilkan nilai ROUGE-1 F1 sebesar 0.1551, ROUGE-2 F1 sebesar 0.0863, dan ROUGE-L F1 sebesar 0.1338. Hasil tersebut menunjukkan bahwa sistem mampu menghasilkan makna ayat yang selaras dengan tafsir referensi secara ringkas dan kontekstual.",original,id,EXCLUDE — non-English (id),B,non-English: non-English (id)
R-04349,Pengembangan Sistem Informasi Manajemen Kepegawaian Berbasis Chatbot dengan Metode Retrieval Augmented Generation di SMK Negeri 1 Percut Sei Tuan,Muhammad Fauzan Fachruzi Rauf,2026,OpenAlex,,Digital Repository Universitas Negeri Medan (Universitas Negeri Medan),dissertation,No (preprint),,https://digilib.unimed.ac.id/id/eprint/67474/1/5213151001_Cover.pdf,BASE,"Penelitian ini bertujuan untuk (1) mengembangkan Sistem Informasi Manajemen Kepegawaian (SIMPEG) berbasis web dan chatbot RAG untuk mengatasi pengelolaan data yang konvensional, (2) mengetahui tingkat kelayakan produk, dan (3) mengetahui tingkat akseptansi pengguna di SMKN 1 Percut Sei Tuan. Latar belakang masalah adalah proses administrasi kepegawaian yang masih mengandalkan Microsoft Excel, sehingga tidak terintegrasi, lambat, rentan terhadap human error, dan menyebabkan ketergantungan pegawai pada staf administrasi. Metode penelitian yang digunakan adalah Penelitian dan Pengembangan (RD) dengan model pengembangan Waterfall. Pengumpulan data evaluasi menggunakan (1) angket uji kelayakan oleh 2 ahli sistem berdasarkan 4 karakteristik ISO/IEC 25010 , dan (2) angket uji akseptansi oleh 8 pengguna akhir (1 Admin, 1 Operator, 4 Guru, 2 Tendik). Hasil penelitian menunjukkan: (1) Tingkat kelayakan produk berdasarkan penilaian ahli memperoleh skor rata-rata keseluruhan 4.29 dari 5.00 dengan kategori ""Sangat Baik"". (2) Tingkat akseptansi pengguna memperoleh skor rata-rata gabungan 4.82 dari 5.00 dengan kategori ""Sangat Baik"". Berdasarkan temuan tersebut, disimpulkan bahwa produk SIMPEG berbasis chatbot RAG ini sangat layak dan sangat efektif diterima oleh pengguna untuk menggantikan sistem yang konvensional serta meningkatkan efisiensi dan kemandirian dalam pengelolaan data kepegawaian di sekolah.",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04350,Pengembangan Layanan Informasi Publik Program Studi Pendidikan Teknik Informatika Undiksha Melalui Asisten Virtual Berbasis LLM dan RAG,I Putu Agus Wendika Ferdiana; I Ketut Resika Artana; Dewa Gede Hendra Divayana,2026,OpenAlex,10.23887/karmapati.v15i2.112738,Kumpulan Artikel Mahasiswa Pendidikan Teknik Informatika (KARMAPATI),article,VERIFY,,https://doi.org/10.23887/karmapati.v15i2.112738,BASE; GAP-ORCH,"Penelitian ini dilatarbelakangi kesenjangan informasi dan rendahnya minat baca mahasiswa terhadap teks informasi yang panjang di Program Studi Pendidikan Teknik Informatika (PTI) Universitas Pendidikan Ganesha. Sebagai solusi, dikembangkan sistem Asisten Virtual cerdas berbasis Large Language Model (LLM) dan arsitektur Modular Retrieval-Augmented Generation (RAG) menggunakan metode Research and Development (R&D) dengan kerangka ADDIE. Fokus utama penelitian ini adalah implementasi modifikasi arsitektur Self-RAG berbasis prompt dan evaluasi komparatif kinerja antara model GPT-4o mini dan Llama 3.1. Pengujian menggunakan framework RAGAS menunjukkan bahwa GPT-4o mini memiliki performa yang lebih unggul dan stabil dibandingkan Llama 3.1, mendominasi pada metrik Faithfulness (0,8869), Answer Correctness (0,6784), dan Answer Relevancy (0,6970), serta memiliki efisiensi komputasi yang jauh lebih baik dengan rentang latensi 13,91 – 27,56 detik. Meskipun Llama 3.1 unggul tipis pada Context Recall (0,9944 vs 0,9819), model tersebut mengalami kendala latensi yang sangat lambat (hingga 314,03 detik). Kelayakan sistem meraih skor sempurna 1,00 (Sangat Valid) dari Ahli Isi dan Ahli Teknis/Usability, serta tingkat penerimaan pengguna melalui System Usability Scale (SUS) sebesar 81,11 (Excellent). Dengan demikian, Asisten Virtual menggunakan model GPT-4o mini terbukti layak, akurat, dan efektif meningkatkan efisiensi penyampaian informasi akademik.",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04351,Pengembangan Dashboard Statistik Cerdas Berbasis AI untuk Visualisasi Data Satu Data Indonesia,Ahmad Bahauddin,2026,OpenAlex,10.5281/zenodo.19703369,Zenodo (CERN European Organization for Nuclear Research),preprint,No (preprint),,https://doi.org/10.5281/zenodo.19703369,BASE,"Kebijakan Satu Data Indonesia (SDI) masih terbentur hambatan aksesibilitas dan interpretasi data lintas sektoral. Dashboard statistik konvensional seringkali gagal melampaui penyajian visualisasi statis. Artikel ini menawarkan desain Dashboard Statistik Cerdas yang mengintegrasikan *Retrieval-Augmented Generation* (RAG) dan *Machine Learning* untuk mengoptimalkan pemanfaatan portal SDI. Fokus kajian diarahkan pada sinergi teknologi ini dengan program Asta Protas Kementerian Agama serta peran vital Statistisi Ahli Pertama sebagai penjamin validitas data. Melalui pendekatan ini, portal data pemerintah bertransformasi menjadi instrumen intelijen yang proaktif dan ilmiah.",original,id,EXCLUDE — non-English (id),B,non-English: non-English (id)
R-04352,Pengembangan Chatbot WhatsApp Berbasis Retrieval-Augmented Generation (RAG) dan OpenAI untuk Penyediaan Jawaban Akurat dari Dokumen Aturan Organisasi,Mohamad Imaduddin; Rudi Susanto; Afu Ichsan Pradana,2026,OpenAlex,10.30872/atasi.v5i1.3472,Adopsi Teknologi dan Sistem Informasi (ATASI),article,VERIFY,,https://doi.org/10.30872/atasi.v5i1.3472,BASE,"Akses terhadap dokumen aturan organisasi yang tersebar dan tidak terstruktur masih menjadi kendala bagi Aparatur Sipil Negara (ASN) dalam memperoleh informasi secara cepat dan akurat. Penelitian ini bertujuan mengembangkan chatbot WhatsApp berbasis Retrieval-Augmented Generation (RAG) dan model bahasa OpenAI untuk memberikan jawaban otomatis yang relevan berdasarkan dokumen aturan organisasi. Sistem dikembangkan dalam dua modul utama, yaitu gateway WhatsApp dan sistem RAG, masing-masing terdiri atas backend dan frontend. Backend WhatsApp menangani autentikasi sesi serta pengiriman dan penerimaan pesan, sedangkan frontend berfungsi memantau status koneksi dan aktivitas pesan secara real-time. Backend RAG memproses pertanyaan pengguna dengan melakukan pencarian semantik terhadap dokumen yang telah dikonversi menjadi representasi vektor, sementara frontend memungkinkan admin mengelola dokumen secara otomatis. Integrasi kedua sistem dilakukan melalui tagar khusus dengan komunikasi antarmodul menggunakan API dan Socket.IO. Evaluasi kuantitatif dilakukan menggunakan metrik F1 Score, BLEU Score, dan ROUGE-L. Hasil menunjukkan performa sistem yang baik, dengan rata-rata F1 Score sebesar 0,80, BLEU Score 0,54, ROUGE-L Precision 0,76, Recall 0,88, dan F1 Score 0,81. Nilai-nilai tersebut menunjukkan kesesuaian tinggi antara jawaban chatbot dan referensi dokumen, baik dari segi akurasi maupun struktur kalimat. Dengan demikian, integrasi teknologi RAG dan OpenAI dalam chatbot WhatsApp terbukti efektif sebagai solusi akses informasi kepegawaian secara otomatis dan efisien.",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04354,Pengembangan Chatbot Informasi Kesehatan Ibu dan Anak Jawa Barat Berbasis Hybrid RAG dan TextToSQL,Muhamamad Alam Basallamah; Lala Septem Riza; Ani Anisyah,2026,OpenAlex; Semantic Scholar,10.62712/juktisi.v4i3.783,Jurnal Komputer Teknologi Informasi Sistem Komputer (JUKTISI),article,VERIFY,,https://doi.org/10.62712/juktisi.v4i3.783,BASE,"Tingginya Angka Kematian Ibu dan prevalensi stunting di Jawa Barat menghambat pencapaian SDGs. Aksesibilitas informasi menjadi kendala utama karena data tersebar dalam format narasi dokumen Profil Kesehatan dan Buku KIA. Penelitian ini mengembangkan chatbot hibrida berbasis Retrieval-Augmented Generation (RAG) dan Text-to-SQL menggunakan Large Language Model Google Gemini. Sistem mengintegrasikan mekanisme chunking hierarkis, router cerdas, memori percakapan, dan visualisasi data otomatis untuk menyajikan informasi faktual serta statistik secara presisi. Evaluasi sistem menunjukkan kinerja tinggi: Text-to-SQL mencapai akurasi eksekusi 93,33% dan akurasi Router 85%. Pada modul RAG, pengujian 60 pertanyaan menghasilkan skor Faithfulness 0,990, Context Recall 0,883, dan Answer Relevancy 0,950. Sistem mencapai skor sempurna 1,000 untuk penanganan pertanyaan di luar konteks, membuktikan keamanan dari halusinasi. Pengujian pengguna (UAT) mencatat tingkat keberhasilan 80%, di mana fitur grafik dinilai signifikan dalam membantu pemahaman data. Penelitian menyimpulkan bahwa pendekatan hibrida efektif meningkatkan aksesibilitas wawasan kesehatan bagi masyarakat dan pemangku kebijakan, meskipun ekstraksi tabel kompleks memerlukan optimalisasi lanjut.",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04356,Pengaruh Implementasi Chatbot AI Berbasis Retrieval-Augmented Generation (RAG) dengan Chaining terhadap Kualitas Informasi dan Kepuasan Pengguna Sistem Informasi (Studi Kasus: Mahasiswa Binus University Online),Lukman Afandi,2026,OpenAlex,10.13140/rg.2.2.14886.38729,,article,VERIFY,,https://doi.org/10.13140/rg.2.2.14886.38729,BASE,,,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04358,Penerapan Retrieval-Augmented Generation untuk Pembuatan Soal Pilihan Ganda dari Materi Berbasis PDF,Kevin Sidharta Handoyo; Mario Lusiano Klau; Ricky Junianto Wijaya; Ryan Putranda Kristianto,2026,OpenAlex; Semantic Scholar,10.24002/prosidingkonstelasi.v3i1.13516,Prosiding Seminar Nasional KONSTELASI,article,VERIFY,,https://doi.org/10.24002/prosidingkonstelasi.v3i1.13516,BASE,"Pembuatan soal pilihan ganda merupakan bagian penting dalam evaluasi pembelajaran, namun penyusunannya masih memerlukan waktu dan konsistensi yang tinggi. Pemanfaatan Large Language Model (LLM) membuka peluang otomatisasi, tetapi generasi soal tanpa konteks dokumen sering menghasilkan soal yang kurang relevan terhadap materi sumber. Penelitian ini menerapkan pendekatan Retrieval-Augmented Generation (RAG) untuk menghasilkan soal pilihan ganda secara otomatis dari dokumen pembelajaran berformat PDF. Metode yang digunakan meliputi ekstraksi teks dokumen, chunking teks, pembentukan embedding, penyimpanan vektor, mekanisme retrieval berbasis kemiripan semantik, serta generasi soal menggunakan model GPT-4o-mini. Dataset terdiri dari dokumen buku teks SMA/SMK kelas XI dari beberapa mata pelajaran. Evaluasi dilakukan menggunakan metrik ROUGE untuk mengukur kesesuaian konten antara soal hasil generasi dan soal referensi. Hasil evaluasi menunjukkan nilai ROUGE-1 sebesar 0,78, ROUGE-2 sebesar 0,63, dan ROUGE-L sebesar 0,78, yang mengindikasikan bahwa sistem mampu menghasilkan soal dengan tingkat relevansi dan kesesuaian konteks yang baik terhadap materi sumber. Temuan ini menunjukkan bahwa pendekatan RAG efektif dalam menjaga keterikatan konteks dan meningkatkan kualitas generasi soal otomatis berbasis dokumen pembelajaran. Kata kunci: Retrieval-Augmented Generation; Generasi Soal Otomatis; Large Language Model; ROUGE; PDF",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04361,Penerapan chatbot berbasis AI untuk pencegahan mafia tanah dalam kemitraan dengan Sekar Anindita and Partners Law Firm,Mera Kartika Delimayanti; Dewi Yanti Liliana; Mrr Tiyas Maheni; Ghania Shafiqa Raisa; Kevin Khalfani Fadillah; Muhamad Atsil Rifqi Riyansyah,2026,OpenAlex,10.28989/kacanegara.v9i3.3372,KACANEGARA Jurnal Pengabdian pada Masyarakat,article,VERIFY,,https://doi.org/10.28989/kacanegara.v9i3.3372,BASE,"Permasalahan mafia tanah di Indonesia menimbulkan kerugian ekonomi dan sosial yang signifikan, sementara sistem pengelolaan arsip hukum yang manual menghambat akses informasi kredibel bagi masyarakat maupun firma hukum. Kegiatan pengabdian masyarakat ini menghadirkan Hukum Cerdas, chatbot hukum berbasis Artificial Intelligence (AI) dengan teknologi Retrieval Augmented Generation (RAG) dan Large Language Model (LLM), bekerja sama dengan Sekar Anindita and Partners (SAP) Law Firm selaku pengelola platform Gebukmantan.com. Chatbot dirancang untuk menjawab pertanyaan hukum secara langsung dengan merujuk dokumen terkurasi. Tahapan kegiatan meliputi pengumpulan arsip, pengembangan dan integrasi sistem, uji coba, pre-test dan post-test , serta pelatihan pengguna. Hasil menunjukkan pada pre-test , pemahaman indikator pengetahuan inti masih 48–70%, sedangkan kesiapan/harapan mencapai 86–92%. Setelah pelatihan, seluruh indikator meningkat signifikan menjadi 92–98% (≥92%). Peserta menilai chatbot cepat, kontekstual, dan kredibel dalam memberikan jawaban hukum. Luaran kegiatan mencakup integrasi chatbot dengan Gebukmantan.com, buku panduan penggunaan, dokumentasi kegiatan, artikel jurnal ilmiah, serta rencana pendaftaran Hak Kekayaan Intelektual (HKI).",original,id,EXCLUDE — non-English (id),B,non-English: non-English (id)
R-04363,Pembangunan Sistem Informasi Pengelolaan dan Pendaftaran Umrah Berbasis Web dengan Integrasi Midtrans dan Chatbot RAG pada Ardaya Travel,Izza Try Malinda,2026,OpenAlex,,Andalas University eThesis (Andalas University),dissertation,No (preprint),,http://scholar.unand.ac.id/529491/7/01.%20Cover%20dan%20Abstrak.pdf,BASE,"Ardaya Travel merupakan salah satu biro perjalanan Umrah yang dalam operasionalnya masih mengelola proses pendaftaran jamaah, pembayaran, dan pengelolaan dokumen secara manual menggunakan media terpisah seperti spreadsheet dan komunikasi melalui WhatsApp. Kondisi tersebut menimbulkan berbagai permasalahan, seperti keterlambatan penyampaian informasi, kesulitan dalam memantau status pendaftaran dan dokumen jamaah, inkonsistensi data, serta risiko kehilangan data. Penelitian ini bertujuan membangun Sistem Informasi Pengelolaan dan Pendaftaran Umrah berbasis website yang mendukung pengelolaan administrasi dan operasional secara terpusat, mengembangkan fitur chatbot berbasis kecerdasan buatan menggunakan pendekatan Retrieval�Augmented Generation (RAG), serta mengintegrasikan payment gateway Midtrans untuk mendukung proses transaksi pembayaran secara otomatis. Metode pengembangan sistem yang digunakan adalah System Development Life Cycle (SDLC) model Waterfall, dengan perancangan menggunakan Unified Modeling Language (UML) dan pengujian menggunakan metode Black Box Testing. Sistem dibangun menggunakan Express.js sebagai backend, React.js sebagai frontend, dan MySQL sebagai basis data, dengan melibatkan empat aktor pengguna, yaitu Customer, Admin, Owner, dan Operasional. Hasil penelitian menunjukkan bahwa sistem berhasil mengintegrasikan proses pendaftaran jamaah, pembayaran DP dan pelunasan, pengunggahan serta verifikasi dokumen, pengelolaan paket dan keberangkatan, serta konsultasi Umrah melalui chatbot. Hasil pengujian menunjukkan seluruh fungsi sistem berjalan sesuai kebutuhan, sedangkan pengujian User Acceptance Testing (UAT) memperoleh penilaian pada kategori Sangat Baik, sehingga sistem dinilai layak digunakan untuk mendukung operasional pengelolaan dan pendaftaran Umrah di Ardaya Travel.",original,id,EXCLUDE — non-English (id),A,non-English: non-English (id)
R-04364,"Pemanfaatan Media Pembelajaran Interaktif Lms Terintegrasi Chatbot ""Kak Sarah"" Sebagai Upaya Digitalisasi Mata Pelajaran Sejarah di SMAK Santo Yusup Surabaya",Berlian Davis Dwi Mubarok; Afiif Al Hauzaan Alfian; Yuven Reksa Pratama; Okta Purnawirawan,2026,OpenAlex; Semantic Scholar,10.25126/dimasloka.v3i2.85,DIMASLOKA Jurnal Pengabdian Masyarakat Teknologi Informasi dan Informatika,article,VERIFY,,https://doi.org/10.25126/dimasloka.v3i2.85,BASE,"Pembelajaran sejarah di tingkat sekolah menengah sering kali terjebak pada metode hafalan pasif, yang menyebabkan rendahnya kemampuan berpikir kritis dan minimnya empati historis siswa. Kegiatan pengabdian masyarakat ini bertujuan untuk mentransformasi pembelajaran sejarah di SMA Katolik Santo Yusup Surabaya melalui implementasi platform asisten virtual berbasis Artificial Intelligence (AI) bernama ""Kak Sarah"". Platform ini dikembangkan menggunakan model Successive Approximation Model (SAM) yang terintegrasi dengan Design Thinking, memanfaatkan teknologi Retrieval-Augmented Generation (RAG) untuk menyajikan simulasi peran naratif dan dialog sokratik yang akurat. Implementasi dilakukan melalui pelatihan guru dan uji coba langsung di kelas yang melibatkan siswa kelas XI. Hasil evaluasi menunjukkan dampak signifikan, di mana rata-rata nilai kemampuan berpikir kritis siswa kelas eksperimen meningkat drastis dari 53,22 (pre-test) menjadi 88,06 (post-test). Peningkatan ini jauh melampaui kelas kontrol, dengan signifikansi statistik (p=0,005). Selain aspek kognitif, validasi ahli materi dan media mengonfirmasi kelayakan platform sebagai media pembelajaran adaptif. Program ini berhasil menjembatani kesenjangan teknologi di sekolah mitra dan menciptakan pengalaman belajar sejarah yang mendalam (deep learning) serta menyenangkan. Abctract History learning at the secondary school level is often trapped in passive rote memorization methods, leading to low critical thinking skills and a lack of historical empathy among students. This community service activity aims to transform history learning at SMA Katolik Santo Yusup Surabaya through the implementation of an Artificial Intelligence (AI)-based virtual assistant platform named ""Kak Sarah."" The platform was developed using the Successive Approximation Model (SAM) integrated with Design Thinking, utilizing Retrieval-Augmented Generation (RAG) technology to present accurate narrative role-playing simulations and Socratic dialogues. Implementation was carried out through teacher training and direct classroom trials involving 11th-grade students. Evaluation results showed a significant impact, where the average critical thinking score of experimental class students increased drastically from 53.22 (pre-test) to 88.06 (post-test). This improvement far exceeded the control class, with statistical significance (p=0.005). In addition to cognitive aspects, validation from subject matter and media experts confirmed the platform's feasibility as an adaptive learning medium. This program successfully bridged the technological gap at the partner school and created a deep, enjoyable history learning experience.",original,id,EXCLUDE — non-English (id),B,non-English: non-English (id)
R-04411,Patch Homéostatique : méthode de régulation homéostatique continue des systèmes génératifs par indice H,Olivier Lane-Larquey,2026,OpenAlex,10.5281/zenodo.19391216,Zenodo (CERN European Organization for Nuclear Research),article,No (preprint),,https://doi.org/10.5281/zenodo.19391216,BASE; GAP-GOV; GAP-ORCH,"Nous présentons le Patch Homéostatique, une méthode de régulation continue de la génération textuelle dans les grands modèles de langage (LLM). L'hallucination y est traitée non comme une erreur de sortie, mais comme une perte d'homéostasie informationnelle. Un indice H, calculé à chaque segment de génération à partir de cinq signaux de stabilité (ancrage, cohérence, dispersion, conflit, incertitude), agit comme variable interne de pilotage selon quatre niveaux d'alerte (H0-H3). Contrairement à Self-RAG (Asai et al., 2023) qui nécessite un fine-tuning complet, et à CALM (Schuster et al., 2022) qui cible l'efficacité computationnelle, le Patch Homéostatique fonctionne par injection dans le system prompt de tout LLM instruction-following, sans modification du modèle. Résultats empiriques sur 60 questions (TruthfulQA + questions calibrées) : corrélation H_norm ↔ exactitude r = 0.625. Score par niveau : H3 → 100%, H2 → 85%, H0 → 20%. Architecture : Observateur / Contrôleur / Actionneur. Normalisation H_norm = H_raw + h_min_abs garantissant une plage [0,1]. Couche sécurité : AES-256, audit HMAC-SHA256, purge sécurisée. Relation avec GRT : l'indice H est issu de la Théorie du Relais Géométrique (Larquey 2025, DOI:10.5281/zenodo.19346737). IP protégée par enveloppe",original,fr,EXCLUDE — non-English (fr),B,non-English: non-English (fr)
R-04427,Parameter-Agnostic Privacy-Preserving Machine Unlearning for Large Language Models,Lefeng Zhang; Tianqing Zhu; Zihan Xie; Shang Wang; Binxing Fang; Wanlei Zhou,2026,IEEE Xplore,10.1109/TIFS.2026.3698588,IEEE Transactions on Information Forensics and Security,Journals,VERIFY,,https://ieeexplore.ieee.org/document/11541209/,GAP-GOV,"In recent years, advancements in large language models have led to significant innovation and critical progress in AI. However, some of these innovations are raising privacy and security concerns. Machine unlearning has therefore emerged as a potential solution to mitigate such risks. Yet, while erasing data records from traditional models is relatively straightforward, making a large language model “forget” what it has learned is often very challenging. This is not just because they include so many parameters, it is also because the knowledge they possess is intricately entangled. Further, the privacy risk of unlearned data remains neglected in most unlearning solutions. To overcome these limitations, we took advantage of information retrieval and developed an efficient privacy-preserving unlearning mechanism. Our solution eliminates the impact of targeted information by removing high-risk semantic meanings from the model’s output. It also incorporates differentially-private randomization to make the unlearned information statistically indiscernible. Most importantly, the algorithm requires neither parametric fine-tuning nor in-context prompt calibration. A theoretical analysis demonstrates that this method satisfies rigorous privacy and unlearning guarantees. Additionally, experiments on real-world datasets prove that the method is both effective and has the capacity to handle practical unlearning tasks for large language model applications.",original,en,,D,no RAG anchor in title or abstract
R-04441,PAMI-GPT: knowledge-grounded LLMs for reliable pattern mining workflow generation,Palla M.,2026,Scopus,10.1007/s41060-026-01237-z,International Journal of Data Science and Analytics,Article,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105047325090,BASE; GAP-GOV,"Large language models (LLMs) face significant limitations in specialized algorithmic domains because they do not reliably follow formal specifications and often produce non-executable or semantically incorrect solutions. This limitation is particularly critical in the field of pattern mining, where consistent adherence to algorithm definitions, parameter semantics, dataset formats, and library-specific interfaces is essential for producing valid results. To address this challenge, we present PAttern MIning-Generative Pre-trained Transformer (PAMI-GPT), a computational framework that integrates conversational AI with pattern mining expertise through a curated Domain Knowledge Base derived from the PAMI library and its verified algorithmic specifications. The proposed framework combines natural language understanding with domain-specific algorithm guidance and executable workflow templates at inference time. Compared to standard LLM prompting across evaluated models, PAMI-GPT achieves markedly higher semantic correctness (+ 57.0 pp), executability (+ 75.5 pp), and reduction in hallucinated APIs (− 50.4 pp). We further perform component-level ablation and inter-annotator agreement analysis to evaluate the contribution of structured retrieval and instruction-guided generation. Experimental evaluation on 300 realistic pattern mining tasks demonstrates consistent improvements in algorithm configuration accuracy, parameter compliance, and dataset specification correctness across zero-shot, one-shot, and few-shot settings. These results highlight the effectiveness of inference-time domain grounding for enabling more reliable and reproducible pattern mining workflows without requiring model retraining.",Springer,en,,D,no RAG anchor in title or abstract
R-04461,P29 - Effekte der Quantisierung auf RAG Language Modelle für Parkinson,P. Gaudl; C. -A. Holst; V. Lohweg,2026,OpenAlex,10.5162/iccc2026/p29,Poster,conference-paper,VERIFY,,https://doi.org/10.5162/iccc2026/p29,BASE,"Large Language Models bieten großes Potenzial für assistive Anwendungen in der Parkinsonversorgung, sind jedoch aufgrund ihres hohen Speicherbedarfs bislang schwer in der Praxis einsetzbar.Dieser Beitrag untersucht den Einfluss verschiedener Quantisierungsmethoden auf ein Retrieval-Augmented-Generation-System auf Basis eines Qwen-Modells.Die Ergebnisse zeigen, dass sich der Speicherbedarf auf bis zu 36 % reduzieren lässt, bei leichter bis moderater Beeinträchtigung der Antwortqualität.Die Ergebnisse demonstrieren, dass lokal ausführbare Parkinson-Assistenzsysteme technisch realisierbar sind.",original,de,EXCLUDE — non-English (de),A,non-English: non-English (de)
R-04483,Outils d'IA appliqués à la recherche. Compte-rendu des expérimentations autour des outils de génération à enrichissement contextuel au LabDHN,Adrien Savard-Arseneault,2026,OpenAlex,10.5281/zenodo.20733719,Zenodo (CERN European Organization for Nuclear Research),article,No (preprint),,https://doi.org/10.5281/zenodo.20733719,BASE,"Ce rapport constitue l’un des livrables d’un stage supervisé par Simon Côté-Lapointe et réalisé entre le 27 avril 2026 et le 18 juin 2026 à l’Université du Québec à Montréal (UQAM). Le projet de stage était structuré autour du développement de l’offre de services au laboratoire des données et humanités numériques (LabDHN). L’un des objectifs du stage était d’explorer le potentiel des outils d’intelligence artificielle (IA) pour la recherche d’information dans les documents. L’argumentaire sous-jacent était celui d’une considération des collections de l’UQAM comme des données de recherche et de la manière adéquate de les exploiter et les mettre en valeur, à la suite du mouvement de collections as data. Ce document veut rendre compte des expérimentations menées autour des modèles d’IA hébergés localement, d’une part, et des infrastructures de génération à enrichissement contextuel (retrieval augmented generation, RAG), d’autre part",original,fr,EXCLUDE — non-English (fr),B,non-English: non-English (fr)
R-04486,O uso de Retrieval-Augmented Generation (RAG) por policiais militares: estudo de caso na Polícia Militar do Paraná,Luiz Rogério de Freitas; Juliano Mazza Borges,2026,OpenAlex; Semantic Scholar,10.38152/bjtv9n1-005,Brazilian Journal of Technology,article,VERIFY,,https://doi.org/10.38152/bjtv9n1-005,BASE,"A crescente complexidade normativa que orienta a atuação das polícias militares impõe desafios significativos ao acesso rápido e confiável à informação institucional. Paralelamente, o avanço dos modelos de linguagem de grande escala ampliou as possibilidades de uso da inteligência artificial como ferramenta de apoio informacional, embora apresente limitações relevantes em contextos jurídicos e normativos, como a geração de informações não fundamentadas. Nesse cenário, o presente artigo tem como objetivo analisar o uso de uma arquitetura baseada em Retrieval-Augmented Generation (RAG) como instrumento de apoio à consulta normativa na Polícia Militar do Paraná (PMPR), por meio de um estudo de caso. A pesquisa caracteriza-se como aplicada, de abordagem qualitativa e natureza exploratória, desenvolvida a partir da análise de um sistema de domínio fechado, estruturado com base em um corpus documental institucional composto exclusivamente por atos normativos oficiais da Corporação. Os resultados indicam que a utilização do RAG contribui para maior celeridade, padronização e confiabilidade no acesso às normas internas, ao mesmo tempo em que mitiga riscos associados à utilização isolada de modelos de linguagem. Conclui-se que arquiteturas baseadas em RAG, quando implementadas com governança adequada e controle das fontes, apresentam-se como alternativa tecnicamente consistente e institucionalmente compatível para o apoio informacional em organizações policiais militares.",original,pt,EXCLUDE — non-English (pt),A,non-English: non-English (pt)
